0.8892508149147034;2.765851;3.13816;0
0.9281045794487;2.849578;2.998355;0
0.9245901703834534;2.904633;2.906258;0
0.9153094291687012;2.642344;2.87392;0
0.9253246784210204;2.709655;2.934979;0
0.8827361464500427;3.069187;3.057188;0
0.887417197227478;3.118636;2.900584;0
0.9158576130867004;3.011301;3.1725;0
0.9006622433662415;3.205682;3.134659;0
0.8885135054588318;2.945523;3.093603;0
0.8833333253860474;3.117648;2.881136;0
0.7875000238418579;2.742529;2.761216;0
0.7839506268501282;2.642964;2.987421;0
0.7906249761581421;2.924738;2.607439;0
0.7875000238418579;2.873938;2.759127;0
0.7987616062164307;2.83505;3.039551;0
0.8159509301185608;2.870582;3.13893;0
0.7944785356521606;3.041983;3.067531;0
0.8827361464500427;2.807164;3.385543;0
0.9346405267715454;3.009705;3.287512;0
0.9520766735076904;3.06054;3.106648;0
0.9712460041046144;2.965329;2.728888;0
0.9777777791023254;2.70579;3.007613;0
0.9655172228813172;3.099882;3.276092;0
0.959627330303192;2.993722;3.413222;0
0.9331210255622864;3.189671;2.117149;0
0.949685513973236;2.625593;2.842399;0
0.9503105878829956;2.739253;3.098483;0
0.8999999761581421;2.814832;2.8332;0
0.762057900428772;2.612872;2.417462;0
0.7115987539291382;2.520691;2.850992;0
0.8025889992713928;2.428049;3.013934;0
